historyid,userid,destinationid,visitdate,experiencerating,name_user,email,preferences,gender,numberofadults,numberofchildren,name_dest,state,type,popularity,besttimetovisit,reviewid,rating,reviewtext
627.0,230.0,582.0,2024-03-20,3.0,Kavya,kavya@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.779308047020037,Nov-Mar,,,
638.0,332.0,583.0,2024-02-15,1.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Kampala City,Kampala,City,8.45671070203574,Oct-Mar,,,
579.0,954.0,584.0,2024-03-20,2.0,Vivaan,vivaan@example.com,"City, Historical",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,7.877125609308293,Sep-Mar,,,
,,585.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.937350084907646,Apr-Jun,,,
28.0,129.0,586.0,2024-01-01,3.0,Aarav,aarav@example.com,"City, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,7.569722658093775,Nov-Feb,,,
815.0,546.0,586.0,2024-02-15,4.0,Pooja,pooja@example.com,"City, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,7.569722658093775,Nov-Feb,,,
743.0,207.0,587.0,2024-02-15,3.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.768523623167793,Nov-Mar,,,
,,588.0,,,,,,,,,Kampala City,Kampala,City,9.180141735009256,Oct-Mar,,,
86.0,866.0,589.0,2024-02-15,2.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,9.427997305985516,Sep-Mar,,,
704.0,614.0,590.0,2024-02-15,5.0,Kavya,kavya@example.com,"Nature, Adventure",Female,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,,,
389.0,777.0,590.0,2024-02-15,2.0,Vivaan,vivaan@example.com,"City, Historical",Male,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,,,
,,591.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.148297385049217,Nov-Feb,,,
271.0,767.0,592.0,2024-01-01,5.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.168100701200414,Nov-Mar,,,
,,593.0,,,,,,,,,Kampala City,Kampala,City,9.468508271221934,Oct-Mar,,,
,,594.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.618563706489919,Sep-Mar,,,
,,595.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.446618127599066,Apr-Jun,,,
,,596.0,,,,,,,,,Murchison Falls,Masindi,Historical,7.865548979182885,Nov-Feb,,,
315.0,956.0,597.0,2024-03-20,3.0,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.735247906037738,Nov-Mar,,,
,,598.0,,,,,,,,,Kampala City,Kampala,City,7.754720778868718,Oct-Mar,,,
,,599.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.463041121922352,Sep-Mar,,,
,,600.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.390934664335951,Apr-Jun,,,
317.0,917.0,601.0,2024-02-15,2.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,2.0,Murchison Falls,Masindi,Historical,7.679434820985951,Nov-Feb,,,
,,602.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.330784565286411,Nov-Mar,,,
,,603.0,,,,,,,,,Kampala City,Kampala,City,8.51701771288866,Oct-Mar,,,
,,604.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.298998286534964,Sep-Mar,,,
,,605.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.015692413525752,Apr-Jun,,,
721.0,220.0,606.0,2024-01-01,3.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,0.0,Murchison Falls,Masindi,Historical,7.645870324298047,Nov-Feb,,,
,,607.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.6520123514027665,Nov-Mar,,,
,,608.0,,,,,,,,,Kampala City,Kampala,City,8.443802951781302,Oct-Mar,,,
,,609.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.29568641738167,Sep-Mar,,,
460.0,17.0,610.0,2024-01-01,4.0,Aanya,aanya@example.com,"Nature, Adventure",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.940660734256079,Apr-Jun,,,
655.0,769.0,611.0,2024-01-01,3.0,Kavya,kavya@example.com,"Beaches, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,9.342123928378385,Nov-Feb,,,
97.0,976.0,611.0,2024-01-01,5.0,Aditya,aditya@example.com,"Beaches, Historical",Male,1.0,1.0,Murchison Falls,Masindi,Historical,9.342123928378385,Nov-Feb,,,
195.0,537.0,612.0,2024-03-20,2.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.582948969365619,Nov-Mar,,,
298.0,341.0,613.0,2024-01-01,4.0,Aditya,aditya@example.com,"Nature, Adventure",Male,1.0,1.0,Kampala City,Kampala,City,7.893422691754661,Oct-Mar,,,
787.0,402.0,613.0,2024-01-01,2.0,Dhruv,dhruv@example.com,"City, Historical",Male,2.0,0.0,Kampala City,Kampala,City,7.893422691754661,Oct-Mar,,,
365.0,743.0,614.0,2024-02-15,4.0,Riya,riya@example.com,"Nature, Adventure",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,9.003574785226348,Sep-Mar,,,
,,615.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.810690633638737,Apr-Jun,,,
,,616.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.200376502061246,Nov-Feb,,,
15.0,98.0,617.0,2024-03-20,5.0,Arjun,arjun@example.com,"Nature, Adventure",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.097017238917031,Nov-Mar,,,
171.0,484.0,617.0,2024-03-20,4.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.097017238917031,Nov-Mar,,,
266.0,252.0,618.0,2024-02-15,3.0,Arjun,arjun@example.com,"City, Historical",Male,2.0,2.0,Kampala City,Kampala,City,8.39215366577806,Oct-Mar,,,
833.0,322.0,618.0,2024-02-15,5.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,0.0,Kampala City,Kampala,City,8.39215366577806,Oct-Mar,,,
26.0,290.0,619.0,2024-02-15,2.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.4345443222489,Sep-Mar,,,
78.0,423.0,619.0,2024-03-20,4.0,Aarav,aarav@example.com,"City, Historical",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,9.4345443222489,Sep-Mar,,,
657.0,528.0,619.0,2024-03-20,2.0,Isha,isha@example.com,"City, Historical",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.4345443222489,Sep-Mar,,,
,,620.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.896288153040157,Apr-Jun,,,
77.0,431.0,621.0,2024-02-15,4.0,Arjun,arjun@example.com,"Nature, Adventure",Male,1.0,1.0,Murchison Falls,Masindi,Historical,7.820265199039039,Nov-Feb,,,
274.0,123.0,622.0,2024-01-01,4.0,Diya,diya@example.com,"City, Historical",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.642272298087951,Nov-Mar,,,
,,623.0,,,,,,,,,Kampala City,Kampala,City,7.809114532022525,Oct-Mar,,,
567.0,366.0,624.0,2024-03-20,2.0,Aanya,aanya@example.com,"City, Historical",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,8.331131728498399,Sep-Mar,,,
387.0,620.0,624.0,2024-03-20,4.0,Aditya,aditya@example.com,"Nature, Adventure",Male,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.331131728498399,Sep-Mar,,,
,,625.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.352057126187718,Apr-Jun,,,
,,626.0,,,,,,,,,Murchison Falls,Masindi,Historical,7.64985755753062,Nov-Feb,,,
642.0,916.0,627.0,2024-03-20,1.0,Pooja,pooja@example.com,"Beaches, Historical",Female,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.949828337049644,Nov-Mar,,,
882.0,680.0,628.0,2024-03-20,4.0,Aditya,aditya@example.com,"Nature, Adventure",Male,1.0,0.0,Kampala City,Kampala,City,9.28390783788805,Oct-Mar,,,
804.0,973.0,628.0,2024-03-20,3.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,2.0,Kampala City,Kampala,City,9.28390783788805,Oct-Mar,,,
,,629.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.674024425319291,Sep-Mar,,,
,,630.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.26454156504302,Apr-Jun,,,
80.0,628.0,631.0,2024-02-15,5.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1.0,2.0,Murchison Falls,Masindi,Historical,8.69173765365114,Nov-Feb,,,
896.0,437.0,632.0,2024-02-15,2.0,Arjun,arjun@example.com,"Nature, Adventure",Male,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.876158566558553,Nov-Mar,,,
699.0,374.0,633.0,2024-03-20,2.0,Meera,meera@example.com,"Nature, Adventure",Female,1.0,1.0,Kampala City,Kampala,City,8.038341365095178,Oct-Mar,,,
916.0,445.0,633.0,2024-01-01,2.0,Riya,riya@example.com,"Beaches, Historical",Female,2.0,1.0,Kampala City,Kampala,City,8.038341365095178,Oct-Mar,,,
,,634.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.33060225072883,Sep-Mar,,,
576.0,104.0,635.0,2024-03-20,1.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,,,
198.0,351.0,636.0,2024-03-20,1.0,Vivaan,vivaan@example.com,"City, Historical",Male,2.0,2.0,Murchison Falls,Masindi,Historical,8.591103123657849,Nov-Feb,,,
812.0,824.0,636.0,2024-02-15,4.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,2.0,Murchison Falls,Masindi,Historical,8.591103123657849,Nov-Feb,,,
736.0,637.0,637.0,2024-01-01,5.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.155871192324602,Nov-Mar,,,
294.0,733.0,638.0,2024-03-20,3.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,1.0,Kampala City,Kampala,City,9.315119560288965,Oct-Mar,,,
,,639.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.081925622089122,Sep-Mar,,,
,,640.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.009714714967838,Apr-Jun,,,
164.0,883.0,641.0,2024-02-15,5.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,8.559749376912812,Nov-Feb,,,
992.0,704.0,642.0,2024-02-15,1.0,Aditya,aditya@example.com,"Nature, Adventure",Male,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.304705550324336,Nov-Mar,,,
359.0,352.0,643.0,2024-02-15,1.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,0.0,Kampala City,Kampala,City,9.300321813290449,Oct-Mar,,,
,,644.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.189377296102892,Sep-Mar,,,
965.0,340.0,645.0,2024-02-15,2.0,Diya,diya@example.com,"Beaches, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.16102966115886,Apr-Jun,,,
977.0,592.0,646.0,2024-02-15,5.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,8.90349451280123,Nov-Feb,,,
283.0,238.0,647.0,2024-01-01,5.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,9.00875189802598,Nov-Mar,,,
383.0,80.0,648.0,2024-02-15,3.0,Diya,diya@example.com,"Nature, Adventure",Female,1.0,2.0,Kampala City,Kampala,City,8.771306422116705,Oct-Mar,,,
,,649.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.167683021047935,Sep-Mar,,,
785.0,694.0,650.0,2024-02-15,2.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun,,,
,,651.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.464391796425565,Nov-Feb,,,
,,652.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.956162812949001,Nov-Mar,,,
870.0,42.0,653.0,2024-03-20,1.0,Riya,riya@example.com,"City, Historical",Female,2.0,2.0,Kampala City,Kampala,City,9.496920384788352,Oct-Mar,,,
231.0,67.0,653.0,2024-03-20,4.0,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1.0,0.0,Kampala City,Kampala,City,9.496920384788352,Oct-Mar,,,
769.0,328.0,653.0,2024-01-01,5.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,0.0,Kampala City,Kampala,City,9.496920384788352,Oct-Mar,,,
973.0,40.0,654.0,2024-01-01,5.0,Aditya,aditya@example.com,"Beaches, Historical",Male,1.0,1.0,Lake Bunyonyi,Kabale,Nature,8.441880661939361,Sep-Mar,,,
672.0,106.0,655.0,2024-03-20,1.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.769705210150947,Apr-Jun,,,
112.0,890.0,655.0,2024-01-01,4.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.769705210150947,Apr-Jun,,,
,,656.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.032216296013203,Nov-Feb,,,
569.0,560.0,657.0,2024-02-15,3.0,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,9.350623282972432,Nov-Mar,,,
,,658.0,,,,,,,,,Kampala City,Kampala,City,9.008048228406723,Oct-Mar,,,
56.0,297.0,659.0,2024-02-15,2.0,Hitesh,hitesh@example.com,"City, Historical",Male,1.0,1.0,Lake Bunyonyi,Kabale,Nature,7.991928056209089,Sep-Mar,,,
867.0,367.0,660.0,2024-03-20,5.0,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun,,,
4.0,470.0,660.0,2024-01-01,1.0,Arjun,arjun@example.com,"Nature, Adventure",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun,,,
66.0,747.0,660.0,2024-03-20,4.0,Isha,isha@example.com,"City, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun,,,
998.0,959.0,660.0,2024-02-15,4.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun,,,
794.0,868.0,661.0,2024-02-15,5.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,0.0,Murchison Falls,Masindi,Historical,9.349513600175449,Nov-Feb,,,
667.0,878.0,661.0,2024-01-01,4.0,Meera,meera@example.com,"Nature, Adventure",Female,1.0,2.0,Murchison Falls,Masindi,Historical,9.349513600175449,Nov-Feb,,,
767.0,250.0,662.0,2024-02-15,3.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.848867269009221,Nov-Mar,,,
803.0,299.0,662.0,2024-02-15,4.0,Isha,isha@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.848867269009221,Nov-Mar,,,
949.0,380.0,662.0,2024-01-01,3.0,Aditya,aditya@example.com,"Nature, Adventure",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.848867269009221,Nov-Mar,,,
,,663.0,,,,,,,,,Kampala City,Kampala,City,8.822604311521562,Oct-Mar,,,
,,664.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.975932402561909,Sep-Mar,,,
,,665.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun,,,
,,666.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.535347955383795,Nov-Feb,,,
934.0,404.0,667.0,2024-01-01,4.0,Aditya,aditya@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.97016084501826,Nov-Mar,,,
,,668.0,,,,,,,,,Kampala City,Kampala,City,7.593849734423116,Oct-Mar,,,
,,669.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.840622429583862,Sep-Mar,,,
855.0,7.0,670.0,2024-03-20,1.0,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun,,,
641.0,44.0,670.0,2024-02-15,5.0,Arjun,arjun@example.com,"Nature, Adventure",Male,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun,,,
222.0,723.0,670.0,2024-03-20,2.0,Aanya,aanya@example.com,"City, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun,,,
,,671.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.406991630850325,Nov-Feb,,,
,,672.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.687336809771084,Nov-Mar,,,
,,673.0,,,,,,,,,Kampala City,Kampala,City,7.818407810021514,Oct-Mar,,,
799.0,20.0,674.0,2024-01-01,4.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.000500722385876,Sep-Mar,,,
94.0,291.0,675.0,2024-01-01,1.0,Arjun,arjun@example.com,"City, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.944718004457487,Apr-Jun,,,
841.0,234.0,676.0,2024-01-01,1.0,Ritvik,ritvik@example.com,"City, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,9.263552559071387,Nov-Feb,,,
375.0,454.0,676.0,2024-03-20,2.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2.0,0.0,Murchison Falls,Masindi,Historical,9.263552559071387,Nov-Feb,,,
445.0,733.0,676.0,2024-01-01,5.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,1.0,Murchison Falls,Masindi,Historical,9.263552559071387,Nov-Feb,,,
720.0,849.0,676.0,2024-03-20,2.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,9.263552559071387,Nov-Feb,,,
172.0,902.0,676.0,2024-01-01,2.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,2.0,Murchison Falls,Masindi,Historical,9.263552559071387,Nov-Feb,,,
220.0,530.0,677.0,2024-01-01,4.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.565346616052354,Nov-Mar,,,
405.0,747.0,677.0,2024-03-20,1.0,Isha,isha@example.com,"City, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.565346616052354,Nov-Mar,,,
603.0,54.0,678.0,2024-03-20,2.0,Dhruv,dhruv@example.com,"City, Historical",Male,2.0,0.0,Kampala City,Kampala,City,8.104480470792156,Oct-Mar,,,
254.0,359.0,678.0,2024-02-15,2.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,1.0,Kampala City,Kampala,City,8.104480470792156,Oct-Mar,,,
532.0,591.0,679.0,2024-01-01,4.0,Hitesh,hitesh@example.com,"City, Historical",Male,1.0,1.0,Lake Bunyonyi,Kabale,Nature,7.841584036663998,Sep-Mar,,,
,,680.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.159638354049664,Apr-Jun,,,
,,681.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.748130652752925,Nov-Feb,,,
61.0,290.0,682.0,2024-01-01,1.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.57790096253945,Nov-Mar,,,
246.0,976.0,683.0,2024-03-20,3.0,Aditya,aditya@example.com,"Beaches, Historical",Male,1.0,1.0,Kampala City,Kampala,City,8.419040819940108,Oct-Mar,,,
208.0,539.0,684.0,2024-01-01,1.0,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,9.465996074743892,Sep-Mar,,,
888.0,333.0,685.0,2024-03-20,5.0,Anika,anika@example.com,"City, Historical",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.598827165312162,Apr-Jun,,,
535.0,572.0,685.0,2024-01-01,3.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.598827165312162,Apr-Jun,,,
,,686.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.260858751837267,Nov-Feb,,,
,,687.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.036441481700162,Nov-Mar,,,
564.0,930.0,688.0,2024-03-20,2.0,Aarav,aarav@example.com,"City, Historical",Male,2.0,1.0,Kampala City,Kampala,City,8.056619012437265,Oct-Mar,,,
180.0,868.0,689.0,2024-03-20,4.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.133852314473286,Sep-Mar,,,
621.0,239.0,690.0,2024-03-20,5.0,Aarav,aarav@example.com,"Nature, Adventure",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.195260134545546,Apr-Jun,,,
871.0,112.0,691.0,2024-01-01,5.0,Karan,karan@example.com,"Beaches, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.887068416502617,Nov-Feb,,,
971.0,740.0,692.0,2024-02-15,3.0,Isha,isha@example.com,"Nature, Adventure",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.822980009436904,Nov-Mar,,,
,,693.0,,,,,,,,,Kampala City,Kampala,City,8.397475308756675,Oct-Mar,,,
181.0,608.0,694.0,2024-01-01,1.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,0.0,Lake Bunyonyi,Kabale,Nature,9.22776324553234,Sep-Mar,,,
,,695.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.288646088702306,Apr-Jun,,,
463.0,368.0,696.0,2024-01-01,3.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,0.0,Murchison Falls,Masindi,Historical,8.627961321716496,Nov-Feb,,,
984.0,286.0,697.0,2024-03-20,2.0,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.419227436314172,Nov-Mar,,,
263.0,166.0,698.0,2024-02-15,1.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2.0,0.0,Kampala City,Kampala,City,8.305889899010864,Oct-Mar,,,
356.0,572.0,699.0,2024-02-15,4.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,2.0,Lake Bunyonyi,Kabale,Nature,7.6569626144692755,Sep-Mar,,,
960.0,240.0,700.0,2024-03-20,1.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.87865289903948,Apr-Jun,,,
257.0,15.0,701.0,2024-02-15,2.0,Karan,karan@example.com,"City, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.814028636189173,Nov-Feb,,,
502.0,27.0,702.0,2024-01-01,5.0,Diya,diya@example.com,"City, Historical",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.111768717459087,Nov-Mar,,,
610.0,944.0,702.0,2024-01-01,3.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.111768717459087,Nov-Mar,,,
,,703.0,,,,,,,,,Kampala City,Kampala,City,8.56369804176352,Oct-Mar,,,
,,704.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.917510991611324,Sep-Mar,,,
963.0,711.0,705.0,2024-03-20,5.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.371945150547274,Apr-Jun,,,
543.0,678.0,706.0,2024-03-20,3.0,Meera,meera@example.com,"City, Historical",Female,2.0,2.0,Murchison Falls,Masindi,Historical,9.023746389658204,Nov-Feb,,,
248.0,141.0,707.0,2024-02-15,2.0,Meera,meera@example.com,"City, Historical",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.629118750166763,Nov-Mar,,,
,,708.0,,,,,,,,,Kampala City,Kampala,City,8.844219597824981,Oct-Mar,,,
182.0,146.0,709.0,2024-02-15,2.0,Meera,meera@example.com,"Nature, Adventure",Female,1.0,1.0,Lake Bunyonyi,Kabale,Nature,9.155527396194914,Sep-Mar,,,
,,710.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.03152474709979,Apr-Jun,,,
919.0,619.0,711.0,2024-01-01,1.0,Aditya,aditya@example.com,"Beaches, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,8.636551596129936,Nov-Feb,,,
651.0,937.0,712.0,2024-03-20,1.0,Riya,riya@example.com,"Beaches, Historical",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.810464389396717,Nov-Mar,,,
,,713.0,,,,,,,,,Kampala City,Kampala,City,8.24455368678293,Oct-Mar,,,
754.0,72.0,714.0,2024-01-01,3.0,Aarav,aarav@example.com,"City, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,8.655670235424626,Sep-Mar,,,
211.0,211.0,714.0,2024-01-01,3.0,Anika,anika@example.com,"Beaches, Historical",Female,2.0,2.0,Lake Bunyonyi,Kabale,Nature,8.655670235424626,Sep-Mar,,,
13.0,469.0,715.0,2024-01-01,3.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,,,
,,716.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.878654587888997,Nov-Feb,,,
744.0,187.0,717.0,2024-03-20,4.0,Isha,isha@example.com,"Beaches, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.367306496099209,Nov-Mar,,,
674.0,654.0,718.0,2024-02-15,2.0,Aanya,aanya@example.com,"City, Historical",Female,2.0,0.0,Kampala City,Kampala,City,9.203460228257162,Oct-Mar,,,
158.0,621.0,719.0,2024-02-15,5.0,Aanya,aanya@example.com,"City, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.603678777019319,Sep-Mar,,,
337.0,153.0,720.0,2024-01-01,4.0,Meera,meera@example.com,"City, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.034817273030939,Apr-Jun,,,
